"ResourceAgencyNum","ParentAgency","PublicName","AlternateName","ParentAgencyNum","MailingAddress1","MailingAddress2","MailingCity","MailingStateProvince","MailingPostalCode","MailingCountry","PhysicalAddress1","PhysicalAddress2","PhysicalCity","PhysicalCounty","PhysicalStateProvince","PhysicalPostalCode","PhysicalCountry","Latitude","Longitude","Phone1Number","Phone2Number","Phone3Number","Phone4Number","Phone5Number","PhoneFax","PhoneTTY","EmailAddressMain","WebsiteAddress","AgencyStatus","AgencyDescription","SearchHints","EnteredOn","UpdatedOn","Coverage","Categories"
56216980,"City of West Kelowna","City of West Kelowna",,0,"2760 Cameron Road",,"Kelowna","BC","V1Z 2T6","Canada","2760 Cameron Road",,"Kelowna",,"BC","V1Z 2T6","Canada",49.85,-119.58,"778-797-1000",,,,,"778-797-1001",,"info@westkelownacity.ca","www.westkelownacity.ca","Active","Provides community planning and development, cultural services, bylaw enforcement, permits and licensing, parks, public works, and emergency services. <strong>Mayor: </strong>Doug Findlater. <strong>Councillors: </strong>Rick de Jong, Rusty Ensign, Rosalind Neis, Duane Ophus, Bryden Winsby, Carol Zanon. Office hours are 8:30 am to 4:30 pm Monday to Friday.<br />·","56216980",5/9/2018 14:28:00,5/9/2018 15:16:00,"BC - West Kelowna;","REGULATION * noise; REGULATION * parking; ADVOCACY * complaints * noise; ADVOCACY * complaints * parking; REPAIRS/MAINTENANCE * government (municipal); COMMUNITY DEVELOPMENT; EDUCATION (public awareness) * disasters * emergency; CERTIFICATION AND LICENSING * Animals (pets); PARKS; GOVERNMENT (municipal); INFORMATION AND REFERRAL * government (municipal); ELECTED REPRESENTATIVES * government (municipal);"
56217035,"City of West Kelowna","Recreation and Cultural Services",,56216980,"2760 Cameron Road",,"Kelowna","BC","V1Z 2T6","Canada","2760 Cameron Road",,"Kelowna",,"BC","V1Z 2T6","Canada",49.85,-119.58,"778-797-8800","778-797-2265","250-768-4442","250-768-3049","250-768-9139",,,"recreation@westkelownacity.ca","www.westkelownacity.ca/701/Recreation-and-Culture","Active","Provides indoor and outdoor recreational and cultural opportunities for residents. Partners with organizations to offer recreational and cultural programs at the following locations: <strong>Mount Boucherie Community Centre</strong>, <strong>Lakeview Heights Community Hall</strong>, <strong>Johnson-Bentley Memorial Aquatic Centre</strong>, <strong>Webber Road Community Centre</strong>, <strong>Westbank Lions Community Centre, </strong><strong>Westside Youth Centre</strong>, and various schools. Also schedules activities at sports fields and community meeting spaces. Coordinates annual events such as <strong>Winterfest</strong>, <strong>Art Exhibition</strong>, <strong>Music in the Park</strong>, <strong>Park Play Days</strong>, and more. <strong>KidSport </strong>grants provide financial assistance to children and youth to play organized sports<strong>; </strong>see website for details.<strong> </strong>The <strong>Canadian Tire Jumpstart Program</strong> provides financial assistance to low-income families with children and youth ages four to 18 to participate in sports and recreational activities; see website for details. Hours are 8:30 am to 4:30 pm Monday to Friday.","City of West Kelowna 56217035",5/9/2018 15:18:00,5/9/2018 16:10:00,"BC - West Kelowna;","COMMUNITY CENTRES; FINANCIAL ASSISTANCE * recreation * Children; FINANCIAL ASSISTANCE * recreation * Youth; FINANCIAL ASSISTANCE * recreation * Families; RECREATION; ARTS AND CULTURE; SWIMMING; COMMUNITY CENTRES * Youth;"
47981716,"CNIB","CNIB Office - Kelowna",,9488234,"101-1456 St Paul Street",,"Kelowna","BC","V1Y 2E6","Canada","101-1456 St Paul Street",,"Kelowna",,"BC","V1Y 2E6","Canada",49.88,-119.49,"250-763-1191","1-800-563-2642",,,,,,,"www.cnib.ca","Active","Provides a variety of services to help blind, visually impaired, and deafblind individuals gain greater independence. Emotional and wellness supports include counselling, support groups, referral to other resources in the community, and the <strong>Vision Mate</strong> peer support program. <strong>Child and Family Services</strong> offers support for children, teens, parents, and families living with vision loss. Also assists with access to assistive technologies and provides expert instruction on learning to use assistive technologies. Contact the office to register for programs and services.","CNIB 47981716",4/26/2017 8:19:00,6/14/2018 13:49:00,"BC - Kelowna;","COUNSELLING * vision impairment; COUNSELLING (peer/lay) * vision impairment; EQUIPMENT * vision impairment; INFORMATION AND REFERRAL * children * vision impairment; INFORMATION AND REFERRAL * vision impairment; INFORMATION AND REFERRAL * vision impairment * youth; SUPPORT GROUPS * vision impairment; TRAINING * equipment * vision impairment;"
9505804,"Cocaine Anonymous (CA) - BC","Cocaine Anonymous - Kelowna",,9489475,,,,"BC",,"Canada","n/a",,"Kelowna",,"BC",,"Canada",49.88,-119.36,"1-866-662-8300","604-662-8500",,,,,,"meetings@ca-bc.org","www.ca-bc.org","Active","<strong>Recovering Rockstars</strong> group meets 8 pm to 9 pm Saturdays at Mayday Society for Seniors, 150D Gray Road.","Cocaine Anonymous (CA) - BC 9505804",1/1/1900 0:00:00,9/20/2017 9:53:00,"BC - Kelowna - ;","SUPPORT GROUPS * addiction (alcohol and drug);"
9505555,"Co-Dependents Anonymous (CoDA)","Co-Dependents Anonymous - Kelowna",,9488515,,,,"BC",,"Canada","Christ Evangelical Lutheran Church","2091 Gordon Drive","Kelowna",,"BC","V1Y 3J2","Canada",49.87,-119.47,"778-436-9663","250-763-2100",,,,,,,"www.cdrs.ca","Active","12-step support group for men and women whose common purpose is to develop healthy relationships. Meetings dates and times are as follows:<br /><br /><u>Wednesdays</u><br />11:30 am (women only), Christ Evangelical Lutheran Church, 2091 Gordon Drive<br /><br /><u>Fridays</u><br />6 pm, Christ Evangelical Lutheran Church, 2091 Gordon Drive","Co-Dependents Anonymous (CoDA) 9505555",1/1/1900 0:00:00,8/11/2017 14:48:00,"BC - Kelowna - ;","SUPPORT GROUPS * codependency;"
9488883,"Communitas Supportive Care Society","Communitas Supportive Care Society",,0,"103-2776 Bourquin Crescent West",,"Abbotsford","BC","V2S 6A4","Canada","103-2776 Bourquin Crescent West",,"Abbotsford",,"BC","V2S 6A4","Canada",49.05,-122.31,"604-850-6608","1-800-622-5455",,,,"604-850-2634",,"office@communitascare.com","www.communitascare.com","Active","Provides services, advocacy, and resources for people with developmental, physical and/or emotional disabilities, and for seniors. Services include community living support, residential programs, life skills training, and employment programs. The <strong>Peer Support</strong> program provides group and one-on-one supports to adults in the Fraser Valley with mental health issues. <strong>Centennial Place</strong> in Mission offers leisure opportunities, wellness support, vocational training, and social connection to adults with mental health issues; referral required. <strong>Supported Community Inclusion</strong> offers opportunities for people with development disabilities or acquired brain injuries to participate in community, supported by staff. Office hours are 8:30 am to 4:30 pm Monday to Friday. Nonprofit, faith-based society supported by the Mennonite churches of BC, and funded by Community Living BC, Ministry of Children and Family Development (MCFD), and regional health authorities.","old name Mennonite Central Committee Supportive Care Services (MCC SCS) 9488883",11/30/1999 0:00:00,6/8/2016 16:25:00,"BC - Abbotsford - ; BC - Chilliwack; BC - Mission; BC - Kelowna; BC - Campbell River;","RECREATION * disability (mental health); TRAINING * disability (mental health) * life skills; SUPPORT GROUPS * disability (mental health); ADVOCACY * disability;"
9506327,"Community Living British Columbia (CLBC)","Kelowna Community Living BC Office",,9489612,"140-1060 Manhattan Drive",,"Kelowna","BC","V1Y 9X9","Canada","140-1060 Manhattan Drive",,"Kelowna",,"BC","V1Y 9X9","Canada",49.89,-119.49,"250-712-3610",,,,,"250-712-5426",,"kelowna@communitylivingbc.ca","www.communitylivingbc.ca","Active","Coordinates services for adults with developmental disabilities, for adults with significant limitations in adaptive functioning and a diagnosis of either Fetal Alcohol Spectrum Disorder (FASD) or Pervasive Developmental Disorder (PDD)/Autism Spectrum Disorder (ASD), and for families providing care. Staff assist individuals to develop support plans; connect to CLBC programs including the <b>Personalized Support Initiative (PSI)</b> and <b>Support for Individuals and Families</b>; and liaise with community agencies and other supports. Residential support services include staffed residential care for adults with developmental disabilities, shared living arrangements, and supported living services. Community inclusion services include employment search assistance, life skills development, and social/recreational/vocational programs. Other services to adults include psychological and behavioural consultation, assessment, and therapy; home-maker services (on a limited-time basis only); coordination of support services; and respite care services to families. Serves Kelowna, Oyama, Peachland, Summerland, West Kelowna, and Winfield. Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday.","Community Living British Columbia (CLBC) 9506327",9/4/2007 0:00:00,5/4/2018 11:24:00,"BC - Kelowna - ; BC - Oyama - ; BC - Peachland - ; BC - Winfield - ; BC - Summerland - ; BC - West Kelowna - ;","TRAINING * autism * life skills; COMMUNITY LIVING SUPPORT * fetal alcohol and drug effects; CASE MANAGEMENT * disability (intellectual); CASE MANAGEMENT * fetal alcohol and drug effects; CASE MANAGEMENT * autism; ADMINISTRATION * disability (intellectual) * Service Providers; ADMINISTRATION * fetal alcohol and drug effects * Service Providers; ADMINISTRATION * autism * Service Providers; ADMINISTRATION * autism * funding; COMMUNITY LIVING SUPPORT * autism; EMPLOYMENT SEARCH ASSISTANCE * fetal alcohol and drug effects; HOME SUPPORT * fetal alcohol and drug effects; HOME SUPPORT * autism; RESPITE CARE * fetal alcohol and drug effects; RESPITE CARE * autism; FUNDING * disability (intellectual); FUNDING * fetal alcohol and drug effects; FUNDING * autism; COMMUNITY LIVING SUPPORT * disability (intellectual); EMPLOYMENT SEARCH ASSISTANCE * disability (intellectual); HOME SUPPORT * disability (intellectual); RESPITE CARE * disability (intellectual); RESIDENTIAL CARE * disability (intellectual); ADMINISTRATION * fetal alcohol and drug effects * funding; ADMINISTRATION * disability (intellectual) * funding; EMPLOYMENT SEARCH ASSISTANCE * autism; INFORMATION AND REFERRAL * disability (intellectual); INFORMATION AND REFERRAL * fetal alcohol and drug effects; INFORMATION AND REFERRAL * autism; TRAINING * disability (intellectual) * life skills; TRAINING * fetal alcohol and drug effects * life skills; HOUSING (supportive) * autism; HOUSING (supportive) * disability (intellectual); HOUSING (supportive) * fetal alcohol and drug effects;"
47995870,"Community Recreational Initiatives Society","Adaptive Travel",,47995784,"PO Box 25141","Mission Park PO","Kelowna","BC","V1WS 3Y7","Canada",,,"Kelowna",,"BC",,"Canada",49.88,-119.49,"604-679-7411",,,,,,,"info@adaptivetravel.ca","adaptiveadventures.ca/travel-and-vacation-opportunities/","Active","Offers multi-day trips to wilderness destinations to children and adults with disabilities. Trips may include hiking, kayaking, zip-lining, and rock climbing. Private or group trips are individually customized and tailored specifically to each client/group. Offers specialized adaptive equipment and volunteer support when needed. Past destinations have included Kananaskis, Broken Group Islands, Cathedral Lakes, and Gulf Islands. Trips promote independence, assist with integration, reduce isolation, and improve mental well-being. See website for details and upcoming trips. Fees are involved.","Community Recreational Initiatives Society 47995870",4/27/2017 11:22:00,5/5/2017 14:00:00,"BC - Kelowna;","RECREATION * disability;"
47995804,"Community Recreational Initiatives Society","Community Day Programs",,47995784,"PO Box 25141","Mission Park PO","Kelowna","BC","V1W 3Y7","Canada",,,"Kelowna",,"BC",,"Canada",49.88,-119.49,"250-979-3941",,,,,,,"General@adaptiveadventures.ca","adaptiveadventures.ca","Active","Provides day and evening excursions though out the Okanagan region for people with disabilities. Programs include cycling, hiking, and kayaking for the spring and summer, and Sherpa hiking, snowshoeing, and cross-country skiing for the winter. Offers specialized adaptive equipment and volunteer support when needed. Day trips typically occur during the week starting at 10 am and 1 pm and are 2 hours long; some weekend trips are provided. Evening trips are offered intermittently depending on interest and availability, and typically begin at 6 pm. Locations of activities vary weekly. Family members, caregivers, and friends are welcome to attend.","Community Recreational Initiatives Society 47995804",4/27/2017 10:55:00,5/5/2017 14:00:00,"BC - Kelowna;","RECREATION * disability;"
47995784,"Community Recreational Initiatives Society","Community Recreational Initiatives Society",,0,"PO Box 25141","Mission Park PO","Kelowna","BC","V1W 3Y7","Canada",,,"Kelowna",,"BC",,"Canada",49.88,-119.49,"250-979-3941",,,,,,,"General@adaptiveadventures.ca","adaptiveadventures.ca","Active","Offers outdoor recreational opportunities such as hiking, kayaking, and cycling to people of all abilities and disabilities. Offers specialized adaptive equipment and volunteer support to enable people with disabilities to meet new challenges.","47995784",4/27/2017 10:41:00,5/5/2017 13:56:00,"BC - Kelowna;","RECREATION * disability;"
47995938,"Community Recreational Initiatives Society","Fire in the Mountains Trip",,47995784,"PO Box 25141","Mission Park PO","Kelowna","BC","V1W 3Y7","Canada",,,"Kelowna",,"BC",,"Canada",49.88,-119.49,"250-979-3941",,,,,,,"info@adaptivetravel.ca","www.adaptivetravel.ca/fireinthemountains","Active","Provides a free three- to five-day hiking and/or paddling trip within central or southern BC to one individual with a disability and their caregivers or family members. All accommodations, food, gear, adaptive equipment, assistance, and guides are provided (a care aid can be provided for an additional fee). Individuals wishing to apply must fill out a questionnaire and waiver, and write a letter explaining why they would like to participate; see website for details. Sponsored by West Kelowna Professional Firefighters.","Community Recreational Initiatives Society 47995938",4/27/2017 11:51:00,5/5/2017 14:05:00,"BC - Kelowna;","RECREATION * disability;"
9506532,"Correctional Service of Canada (CSC)","Parole Office - Kelowna","Northern Interior Community Corrections",9488784,"1863 Bredin Road",,"Kelowna","BC","V1Y 7S9","Canada","1863 Bredin Road",,"Kelowna",,"BC","V1Y 7S9","Canada",49.87,-119.45,"250-470-5166",,,,,"250-470-5173",,,,"Active","Supervises offenders serving community sentences who are on parole, statutory release, or long-term supervision orders to ensure that they adhere to the conditions of release set by the Parole Board of Canada (PBC). Serves Kelowna.","Correctional Service of Canada (CSC) 9506532",7/4/2001 0:00:00,6/29/2018 14:00:00,"BC - Kelowna - ;","COMMUNITY CORRECTIONS; SUPERVISION * probation/parole * Offenders;"
48004172,"Courthouse Libraries BC","Courthouse Library - Kelowna",,9489678,"333-1355 Water Street",,"Kelowna","BC","V1Y 9R3","Canada","333-1355 Water Street",,"Kelowna",,"BC","V1Y 9R3","Canada",49.89,-119.49,"250-470-6980","1-800-665-2570",,,,"250-470-6995",,"kelowna@courthouselibrary.ca","www.courthouselibrary.ca/about/locations-contact/Kelowna.aspx","Active","Regional courthouse library provides print and online legal information to the general public and legal community. Also offers reference assistance, but does not offer legal advice or interpret legal material. Public hours are 8:30 am to 12 noon and 12:30 pm to 4 pm Monday to Friday.","Courthouse Libraries BC 48004172",4/28/2017 15:10:00,4/28/2017 15:35:00,"BC - Kelowna;","LIBRARIES * legal issues;"
17380340,"Credit Counselling Society","Kelowna Office",,9488459,"Stewart Centre Building","230-1855 Kirschner Road","Kelowna","BC","V1Y 4N7","Canada","Stewart Centre Building","230-1855 Kirschner Road","Kelowna",,"BC","V1Y 4N7","Canada",49.88,-119.45,"250-860-3000","1-888-527-8999",,,,,,"info@nomoredebts.org","www.nomoredebts.org","Active","Offers confidential credit counselling, debt repayment and consolidation programs, and personal budget planning. Counselling is in person or by telephone and is free, non-judgmental, and solution-focused. Nominal sliding scale fee for debt repayment programs. Offers educational workshops and presentations on credit and debt management as well as budgeting. Office hours are 5:30 am to 8 pm Monday to Thursday, 5:30 am to 4:30 pm Fridays, and 7:30 am to 3 pm Saturdays.","Credit Counselling Society 17380340",2/27/2014 16:23:00,5/1/2017 12:56:00,"BC - Kelowna;","COUNSELLING * debt/bankruptcy; COUNSELLING * money management/budgeting; EDUCATION (public awareness) * debt/bankruptcy; EDUCATION (public awareness) * money management/budgeting; MONEY MANAGEMENT/BUDGETING * debt/bankruptcy;"
48163009,"CRIS Adaptive Adventures","CRIS Adaptive Adventures","Community Recreational Initiatives Society",0,"Box 25141 Mission Park PO",,"Kelowna","BC","V1W 3Y7","Canada","n/a",,"Kelowna",,"BC",,"Canada",49.88,-119.48,"250-979-3941",,,,,,,"general@adaptiveadventures.ca","www.adaptiveadventures.ca","Active","Utilizes adaptive equipment to assist people with disabilities to experience nature and outdoor recreation in Okanagan region. Programs promote independence, integration and inclusion, and well-being, Through <strong>Adaptive Adventures</strong>, offers day activities such as hiking, kayaking, cycling, cross-country skiing, and snowshoeing. The <strong>Adaptive Travel</strong> program offers multi-day and backcountry adaptive trips as well as group camps. Activities may include but are not limited to hiking, kayaking, cycling, rock climbing, and caving. Nonprofit society, registered charity.","48163009",5/1/2017 15:45:00,2/14/2018 14:58:00,"BC - Kelowna;","RECREATION * disability;"
48003639,"Cystic Fibrosis Canada (CFC) - British Columbia and Yukon Region","Okanagan Valley Chapter",,9487619,,,,"BC",,"Canada",,,"Kelowna",,"BC",,"Canada",49.16,-123.94,"604-436-1158",,,,,,,"sniven@cysticfibrosis.ca","www.cysticfibrosis.ca/western-canada","Active","Chapter raises funds and awareness for cystic fibrosis (CF) research, care, and treatment programs. Helps individuals and families affected by CF cope with their daily fight and connect with others.","Cystic Fibrosis Canada (CFC) - British Columbia and Yukon Region 48003639",4/28/2017 9:04:00,2/22/2018 14:02:00,"BC - Vernon; BC - Kelowna; BC - Penticton;","EDUCATION (public awareness) * cystic fibrosis; FUNDRAISING * cystic fibrosis;"
9490984,"Desne Hall","Desne Hall",,0,"207-2040 Springfield Road",,"Kelowna","BC","V1Y 9N7","Canada","207-2040 Springfield Road",,"Kelowna",,"BC","V1Y 9N7","Canada",49.87,-119.44,"778-821-0005","1-855-636-5698",,,,,,"okanagancounselling@shaw.ca",,"Active","Coordinates problem gambling counselling services, providing initial mental health assessment, referral, and problem gambling counselling services to problem gamblers (including those with concurrent mental health issues), and counselling or referral to affected significant others. Independent counsellor; part-time contract. Both offices are wheelchair accessible. Serves Okanagan south within the boundaries of Princeton to the west, Winfield to the north, Grand Forks to the east, and Osoyoos to the south. Also covers Powell River and Hornby Island. Telephone counselling is also available for all north-south interior BC remote areas not covered within boundaries, by arrangement. Funded by Ministry of Attorney General.<br /><br /><u>Penticton office</u>: 102B-2490 Government Street·","9490984",4/16/2010 0:00:00,6/29/2018 9:18:00,"BC - Osoyoos - ; BC - Keremeos - ; BC - Greenwood - ; BC - Kelowna - ; BC - Penticton - ; BC - Princeton - ; BC - Beaverdell - ; BC - Kaleden - ; BC - Midway - ; BC - Naramata - ; BC - Okanagan Falls - ; BC - Peachland - ; BC - Rock Creek - ; BC - Rutland - ; BC - Westbridge - ; BC - West Kelowna - ; BC - Lakeview Heights; BC - Westbank; BC - Dease Lake; BC - Gitwinksihlkw; BC - Granisle; BC - Houston; BC - Prince Rupert; BC - Stewart; BC - Telkwa; BC - Topley; BC - Taylor; BC - Wonowon; BC - Fort St John; BC - Hazelton; BC - Hornby Island; BC - Kitimat; BC - Baldonnel; BC - Moricetown; BC - Burns Lake; BC - Cawston; BC - Chetwynd; BC - Dawson Creek; BC - Fort Nelson; BC - Grand Forks; BC - Hedley; BC - Hudsons Hope; BC - Oliver; BC - Kincolith; BC - Kispiox; BC - Kitwanga; BC - New Aiyansh; BC - Pouce Coupe; BC - Powell River; BC - Queen Charlotte; BC - Rose Prairie; BC - Smithers; BC - Summerland; BC - Telegraph Creek; BC - Terrace; BC - Tumbler Ridge; BC - Winfield; BC - Bridesville; BC - Aiyansh; BC - Douglas Lake; BC - Fort St James;","COUNSELLING * addiction (gambling); COUNSELLING * addiction (gambling) * Significant Others; COUNSELLING * addiction (gambling) * disability (mental health);"
32940549,"Desne Hall","Problem Gambling Services for Aboriginal Clients","alt Desne Hall",9490984,,,,"BC",,"Canada","102B - 2490 - Government Street",,"Penticton",,"BC",,"Canada",49.88,-119.49,"778-821-0005","1-855-636-5698",,,,,,"okanagancounselling@shaw.ca",,"Active","Offers counselling services to Aboriginal problem gamblers throughout BC (including those with concurrent mental health issues). Services are available in person in the Okanagan or by telephone throughout the province, and include initial mental health assessment, referral, problem gambling counselling, and counselling or referral to affected significant others. Funded by the Ministry of Attorney General.","Desne Hall 32940549",12/15/2015 9:51:00,6/29/2018 9:22:00,"BC - ; BC - Kelowna; BC - Penticton;","COUNSELLING * addiction (gambling) * Aboriginal; COUNSELLING * addiction (gambling) * Aboriginal * Significant Others; COUNSELLING * addiction (gambling) * disability (mental health) * Aboriginal;"
56526408,"Driving Miss Daisy","Driving Miss Daisy",,0,,,,"BC",,"Canada","n/a",,,,"BC",,"Canada",,,"1-877-61-DAISY (1-877-613-2479)",,,,,,,,"www.drivingmissdaisy.ca","Active","Private business provides transportation and accompanied transportation for seniors and individuals of any age with disabilities or special needs. Transportation service includes meeting clients inside their home, helping to secure the home upon exit, assisting with vehicle entry, and escorting through the door of the destination. Accompanied transportation service can include helping the client get ready, remaining with the client during the outing or appointment, remaining after the appointment with the client at home until they are settled, and liasing with a family member. Services include support for clients with dementia, help with vehicle entry/exit, and space for personal attendant. Can accommodate walker and service animals; wheelchairs and scooters may be accommodated, depending on vehicle. Advance booking is preferred; booking hours are 24 hours a day, seven days a week. Multiple appointments may be booked in one trip, and booking of regular trips is permitted. Notice required to cancel a trip varies between franchises. Cost to client is per hour; fees vary, depending on service provided. Clients pay directly for each trip or can be invoiced monthly. Service hours and office hours vary by location. Franchises offer service in the Lower Mainland, on Vancouver Island (Bowser, Colwood, Coombs, Deep Bay, Errington, Esquimalt, Highlands, Langford, Metchosin, Nanoose Bay, Parksville, Qualicum Bay, Qualicum Beach, Saanich, Sooke, Victoria, and View Royal), and in the Okanagan (Kelowna, Lake Country, Peachland, West Kelowna, and Vernon).","56526408",5/28/2018 12:19:00,6/1/2018 11:55:00,"BC - Colwood; BC - Esquimalt; BC - Langford; BC - Saanich; BC - Sooke; BC - Victoria; BC - View Royal; BC - Bowser; BC - Coombs; BC - Errington; BC - Nanoose Bay; BC - Oak Bay; BC - Parksville; BC - Abbotsford; BC - Agassiz; BC - Anmore; BC - Belcarra; BC - Boston Bar; BC - Bowen Island; BC - Burnaby; BC - Chilliwack; BC - Coquitlam; BC - Delta; BC - Deroche; BC - Dewdney; BC - Harrison Hot Springs; BC - Hope; BC - Langley; BC - Lions Bay; BC - Maple Ridge; BC - Mission; BC - New Westminster; BC - North Bend; BC - North Vancouver; BC - Pitt Meadows; BC - Port Coquitlam; BC - Port Moody; BC - Richmond; BC - Spuzzum; BC - Surrey; BC - Vancouver; BC - West Vancouver; BC - White Rock; BC - Yale; BC - Kelowna; BC - Lake Country; BC - Peachland; BC - West Kelowna; BC - Vernon;","ACCOMPANIMENT * TRANSPORTATION * disability; ACCOMPANIMENT * TRANSPORTATION * Seniors; TRANSPORTATION * disability; TRANSPORTATION * Seniors;"
9490571,"Dwayne Nittel","Dwayne Nittel",,0,,,,"BC",,"Canada",,,"Kelowna",,"BC",,"Canada",49.88,-119.49,"250-470-8466",,,,,,,"dnittel@shaw.ca",,"Active","Independent provider offers mainstream problem gambling prevention/education services (full-time contract) designed to raise awareness regarding the risks associated with gambling. Also provides tips on how to gamble responsibly, information on where to get help, and information on other gambling issues. Gambling awareness presentations available for various target groups including seniors, elementary and high school students, parent groups, college students, and community groups. Serves Kelowna, Lake Country, Peachland, Penticton, Summerland, West Kelowna, and Vernon. Funded by the Ministry of Attorney General.","9490571",8/23/2011 0:00:00,3/2/2018 9:44:00,"BC - Peachland - ; BC - Summerland - ; BC - Kelowna - ; BC - Penticton - ; BC - West Kelowna; BC - Lake Country; BC - Vernon;","EDUCATION (public awareness) * addiction (gambling);"
51709783,"Elevation Outdoors Experiential Programs Association","Elevation Outdoors Experiential Programs Association",,0,"PO Box 20071 Towne Centre",,"Kelowna","BC","V1Y 9H2","Canada","n/a",,"Kelowna",,"BC",,"Canada",49.88,-119.48,"250-826-1148",,,,,,,"info@elevationoutdoors.ca","www.elevationoutdoors.ca","Active","Offers free outdoor programs year-round to underprivileged youth ages 12 to 18 living in Kelowna or West Kelowna. Services include sailing, mountain biking, snowboarding, and (indoor and outdoor) rock climbing and equipment is provided for each program. Participants learn new skills and valuable life lessons. Funding in part by the Province of BC.","51709783",8/24/2017 15:41:00,2/14/2018 15:35:00,"BC - Kelowna;","SPORTS * Youth;"
9505862,"Elizabeth Fry Society of the Central Okanagan","Adult Counselling Program",,9490162,"280-1855 Kirschner Road",,"Kelowna","BC","V1Y 4N7","Canada","280-1855 Kirschner Road",,"Kelowna",,"BC","V1Y 4N7","Canada",49.87,-119.45,"250-763-4613 Local 206",,,,,"250-763-4272",,"paula.efry@empowerific.com","www.empowerific.com","Active","Provides counselling to adults who have experienced sexual abuse/assault or violence in relationships. This includes individuals approved under the Crime Victim Act, the Crime Victim Assistance Program, and the Residential Historical Abuse Program. Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday; some flexibility for appointments.","Elizabeth Fry Society of the Central Okanagan 9505862",5/1/2003 0:00:00,2/22/2016 13:27:00,"BC - Kelowna - ;","COUNSELLING * abuse (sexual) * Victims; COUNSELLING * assault (sexual) * Victims; COUNSELLING * family violence * Victims;"
9506860,"Elizabeth Fry Society of the Central Okanagan","Child and Youth Sexual Abuse Intervention Program (SAIP)",,9490162,"280-1855 Kirschner Road",,"Kelowna","BC","V1Y 4N7","Canada","280-1855 Kirschner Road",,"Kelowna",,"BC","V1Y 4N7","Canada",49.87,-119.45,"250-763-4613 Local 206",,,,,"250-763-4272",,"paula.efry@empowerific.com","www.empowerific.com","Active","Provides assessment, counselling, and support for children and youth who have disclosed recent or historical sexual abuse or assault. Counselling, support, and education is also available for non-offending family members. Also provides prevention education. Open referral; includes self-referrals and those from Ministry of Children and Family Development (MCFD), Royal Canadian Mounted Police (RCMP), school, and other community groups. Funded by MCFD. Serves Kelowna. Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday; some flexibility for appointments.","Elizabeth Fry Society of the Central Okanagan 9506860",5/13/2002 0:00:00,2/22/2016 13:28:00,"BC - Kelowna - ;","COUNSELLING * assault (sexual) * Victims * Youth; COUNSELLING * abuse (sexual) * Children * Victims; COUNSELLING * abuse (sexual) * Victims * Youth; EDUCATION (public awareness) * abuse (sexual) * Children; EDUCATION (public awareness) * abuse (sexual) * Youth;"
9507883,"Elizabeth Fry Society of the Central Okanagan","Community Education and Awareness About Sexual Exploitation (CEASE)",,9490162,"280-1855 Kirschner Road",,"Kelowna","BC","V1Y 4N7","Canada","280-1855 Kirschner Road",,"Kelowna",,"BC","V1Y 4N7","Canada",49.87,-119.45,"250-763-4613 Local 209",,,,,"250-763-4272",,"allie.efry@empowerific.com","www.empowerific.com","Active","Provides community presentations and workshops geared towards preventing and addressing sexual exploitation of youth. <strong>Girls United</strong> is a group designed to provide education, awareness, and empowerment in order to prevent child/youth sexual exploitation. The group is designed for girls ages 11 to 14 where where they are provided with a safe place to discuss various topics such as violence prevention, street smarts, assertiveness training, and protection against sexual exploitation; offered free of charge to schools. <strong>Tough Guise</strong> presents information about male roles, responsibilities, and gender socialization and the sexual exploitation of children and youth; offered free of charge to schools, sport teams, and interested parties. Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday; some flexibility for appointments.","Elizabeth Fry Society of the Central Okanagan 9507883",10/8/2003 0:00:00,2/22/2016 12:45:00,"BC - Kelowna - ;","EDUCATION (public awareness) * sex trade * Children; EDUCATION (public awareness) * sex trade * Youth;"
9507720,"Elizabeth Fry Society of the Central Okanagan","Community Justice Program",,9490162,"280-1855 Kirschner Road",,"Kelowna","BC","V1Y 4N7","Canada","280-1855 Kirschner Road",,"Kelowna",,"BC","V1Y 4N7","Canada",49.87,-119.45,"250-763-4613 Local 207",,,,,"250-763-4272",,"cbva3.efry@empowerific.com","www.empowerific.com","Active","Provides support and information for individuals who are in conflict with the law and involved in the criminal justice system. Volunteer courtworkers assist individuals and families needing information (such as explanations of court procedures and terminology) and/or referral to legal and other resources. Provides non-judgmental support to people appearing in provincial court, as well as to their families and friends. Through the <b>Shoplifting Prevention Program</b>, offers group counselling to females age 16 and over who exhibit shoplifting behaviour.","Elizabeth Fry Society of the Central Okanagan 9507720",5/1/2003 0:00:00,5/23/2017 10:35:00,"BC - Kelowna - ;","INFORMATION AND REFERRAL * courts * crime * Offenders; COUNSELLING * shoplifting * Offenders * Women; COUNSELLING * shoplifting * Offenders * Youth;"
